Subject ID,Trial ID,Windows Timestamp,Simulation Timestamp,Hypothesis,Hypothesis Callout,Hypothesis CalloutID,Transcribed Utterance,Transcribed Callout,Transcribed Callout ID,Confidence
30,21,20141212-144220-408,44.742,one fifty feet,150 ft,11,one fifty feet,150 ft,11,0.8972628
30,21,20141212-144224-608,48.942,five percent fuel,5%,13,five percent one forty feet,"5 %, 140 ft","13, 12",0.7782892
30,21,20141212-144228-388,52.722,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.8897107
30,21,20141212-144237-398,61.732,one twenty feet,120 ft,15,one twenty feet,120 ft,15,0.7436242
30,21,20141212-144244-393,68.727,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9250186
30,21,20141212-144247-958,72.292,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.9404823
30,22,20141212-144309-628,3.607,four fifty feet,450 ft,1,four fifty feet,450 ft,1,0.9199448
30,22,20141212-144313-408,7.387,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9312907
30,22,20141212-144317-121,11.1,three fifty feet,350 ft,3,three fifty feet,350 ft,3,0.8447696
30,22,20141212-144321-543,15.522,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9323871
30,22,20141212-144328-421,22.4,two fifty feet,250 ft,6,two fifty feet,250 ft,6,0.9456781
30,22,20141212-144332-606,26.585,...,0,-1,two twenty five feet,225 ft,7,1
30,22,20141212-144338-051,32.03,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9385064
30,22,20141212-144344-171,38.15,...,0,-1,one seventy five feet,175 ft,10,1
30,22,20141212-144350-488,44.467,one fifty feet,150 ft,11,one fifty feet,150 ft,11,0.7486795
30,22,20141212-144357-368,51.347,five percent fuel,5%,13,five percent one forty feet,"5 %, 140 ft","13, 12",0.7177934
30,22,20141212-144400-878,54.857,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.9415298
30,22,20141212-144404-683,58.662,one twenty feet,120 ft,15,one twenty feet,120 ft,15,0.9017131
30,22,20141212-144414-670,68.649,four percent fuel,4%,18,four percent one ten feet,"4 %, 110 ft","18, 16",0.6892684
30,23,20141212-144451-205,3.093,four fifty feet,450 ft,1,four fifty feet,450 ft,1,0.8244134
30,23,20141212-144455-427,7.315,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9416513
30,23,20141212-144459-120,11.008,three fifty feet,350 ft,3,three fifty feet,350 ft,3,0.7789084
30,23,20141212-144503-065,14.953,...,0,-1,fuel seven percent three hundred feet,"7 %, 300 ft","4, 5",1
30,23,20141212-144510-582,22.47,two fifty feet,250 ft,6,two fifty feet,250 ft,6,0.9384573
30,23,20141212-144514-952,26.84,...,0,-1,two twenty five feet,225 ft,7,1
30,23,20141212-144519-472,31.36,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.6981584
30,23,20141212-144525-857,37.745,...,0,-1,one seventy five feet,175 ft,10,1
30,23,20141212-144531-574,43.462,one fifty feet,150 ft,11,one fifty feet,150 ft,11,0.9395879
30,23,20141212-144535-276,47.164,one forty feet,140 ft,12,one forty feet,140 ft,12,0.9495102
30,23,20141212-144540-304,52.192,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.9373218
30,23,20141212-144545-446,57.334,one twenty feet,120 ft,15,one twenty feet,120 ft,15,0.9187731
30,23,20141212-144550-991,62.879,one ten feet,110 ft,16,one ten feet,110 ft,16,0.9480535
30,23,20141212-144601-251,73.139,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.935542
30,24,20141212-144629-648,2.514,four fifty feet,450 ft,1,four fifty feet,450 ft,1,0.9347156
30,24,20141212-144633-841,6.707,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.8850144
30,24,20141212-144639-078,11.944,three fifty feet,350 ft,3,three fifty feet,350 ft,3,0.8966829
30,24,20141212-144642-778,15.644,seven percent fuel,7%,4,seven percent three hundred feet,"7 %, 300 ft","4, 5",0.6220858
30,24,20141212-144650-138,23.004,two fifty feet,250 ft,6,two fifty feet,250 ft,6,0.9194449
30,24,20141212-144702-416,35.282,...,0,-1,one seventy five feet,175 ft,10,1
30,24,20141212-144708-856,41.722,one fifty feet,150 ft,11,one fifty feet,150 ft,11,0.9371748
30,24,20141212-144715-803,48.669,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.9504167
30,24,20141212-144722-183,55.049,one twenty feet,120 ft,15,one twenty feet,120 ft,15,0.9337855
30,24,20141212-144726-946,59.812,one ten feet,110 ft,16,one ten feet,110 ft,16,0.9456339
31,1,20141215-141608-693,1.973,four fifty,450 ft,1,four hundred fifty feet,450 ft,1,0.7526085
31,1,20141215-141610-718,3.998,...,0,-1,,0,-1,1
31,1,20141215-141613-203,6.483,four feet,4 ft,-1,four hundred feet,400 ft,2,0.929248
31,1,20141215-141618-161,11.441,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.9383183
31,1,20141215-141622-063,15.343,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8361353
31,1,20141215-141623-058,16.338,hundred feet,100 ft,17,three hundred feet,300 ft,5,0.8883705
31,1,20141215-141627-586,20.866,one,1 ft,-1,,0,-1,0.8256546
31,1,20141215-141629-108,22.388,two fifty feet,250 ft,6,two fifty feet,250 ft,6,0.7899503
31,1,20141215-141637-485,30.765,thirty,30 ft,-1,two hundred feet,200 ft,8,0.8255746
31,1,20141215-141639-837,33.117,six percent fuel,6%,9,six percent fuel,6%,9,0.633028
31,1,20141215-141649-705,42.985,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9239401
31,1,20141215-141653-867,47.147,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.7608833
31,1,20141215-141655-500,48.78,five percent fuel,5%,13,five percent fuel,5%,13,0.8952481
31,1,20141215-141659-460,52.74,one thirty,130 ft,14,one hundred thirty,130 ft,14,0.8631067
31,1,20141215-141704-117,57.397,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9332313
31,1,20141215-141711-012,64.292,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9377046
31,1,20141215-141714-954,68.234,four percent fuel,4%,18,four percent fuel,4%,18,0.9517363
31,2,20141215-141805-635,2.588,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.9287954
31,2,20141215-141809-027,5.98,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9301099
31,2,20141215-141814-000,10.953,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7803258
31,2,20141215-141817-967,14.92,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8234226
31,2,20141215-141819-017,15.97,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.6592227
31,2,20141215-141825-192,22.145,two fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.6071243
31,2,20141215-141834-202,31.155,six percent fuel,6%,9,six percent fuel,6%,9,0.6305812
31,2,20141215-141846-212,43.165,one fifty,150 ft,11,one hundred fifty,150 ft,11,0.7629256
31,2,20141215-141850-272,47.225,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8613173
31,2,20141215-141853-865,50.818,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8904635
31,2,20141215-141858-972,55.925,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9492353
31,2,20141215-141900-170,57.123,...,0,-1,,0,-1,1
31,2,20141215-141905-697,62.65,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9018246
31,2,20141215-141909-302,66.255,four percent fuel,4%,18,four percent fuel,4%,18,0.9434563
31,2,20141215-141921-132,78.085,one ten feet,110 ft,16,one hundred feet,100 ft,17,0.9066352
31,2,20141215-141927-022,83.975,...,0,-1,,0,-1,1
31,3,20141215-141948-956,2.896,forty feet,40 ft,-1,four hundred fifty feet,450 ft,1,0.7888778
31,3,20141215-141952-739,6.679,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9110563
31,3,20141215-141959-952,13.892,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.9332314
31,3,20141215-142000-900,14.84,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9340366
31,3,20141215-142006-535,20.475,two fifty feet,250 ft,6,two fifty feet,250 ft,6,0.6517913
31,3,20141215-142015-040,28.98,two feet,2 ft,-1,two hundred feet,200 ft,8,0.63324
31,3,20141215-142016-147,30.087,six percent fuel,6%,9,six percent fuel,6%,9,0.7501041
31,3,20141215-142021-236,35.176,one hundred and fifty,150 ft,11,one hundred seventy five feet,175 ft,10,0.8158874
31,3,20141215-142028-281,42.221,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8901533
31,3,20141215-142031-921,45.861,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8185973
31,3,20141215-142033-706,47.646,five percent fuel,5%,13,five percent fuel,5%,13,0.8706883
31,3,20141215-142035-134,49.074,one ten feet,110 ft,16,one hundred twenty feet,120 ft,15,0.885051
31,3,20141215-142040-786,54.726,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8492326
31,3,20141215-142050-917,64.857,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.9501671
31,3,20141215-142052-271,66.211,four percent fuel,4%,18,four percent fuel,4%,18,0.943706
31,3,20141215-142057-111,71.051,four feet,4 ft,-1,four six five,465 ft,-1,0.8353792
31,4,20141215-142111-990,3.223,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.949616
31,4,20141215-142115-980,7.213,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.8814682
31,4,20141215-142124-240,15.473,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9525299
31,4,20141215-142125-262,16.495,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9329883
31,4,20141215-142130-742,21.975,four fifty feet,450 ft,1,two hundred fifty feet,250 ft,6,0.6045908
31,4,20141215-142139-722,30.955,six percent fuel,6%,9,six percent fuel,6%,9,0.6638991
31,4,20141215-142140-747,31.98,eight,8 ft,-1,feet,0,-1,0.6588379
31,4,20141215-142154-840,46.073,four fifty,450 ft,1,one hundred fifty feet,150 ft,11,0.8335319
31,4,20141215-142159-035,50.268,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.899023
31,4,20141215-142202-330,53.563,five percent fuel,5%,13,five percent fuel,5%,13,0.8876467
31,4,20141215-142203-487,54.72,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.7283201
31,4,20141215-142209-837,61.07,one twenty feet,120 ft,15,one twenty feet,120 ft,15,0.9543304
31,4,20141215-142215-562,66.795,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9527096
31,4,20141215-142223-800,75.033,four percent fuel,4%,18,four percent fuel,4%,18,0.9405392
31,4,20141215-142230-097,81.33,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.8896415
31,5,20141215-142248-358,2.637,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.9243847
31,5,20141215-142252-861,7.14,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9558449
31,5,20141215-142256-291,10.57,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7850416
31,5,20141215-142301-333,15.612,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9360518
31,5,20141215-142303-651,17.93,seven percent fuel,7%,4,seven percent fuel,7%,4,0.8846688
31,5,20141215-142308-178,22.457,thirty feet,30 ft,-1,two hundred fifty feet,250 ft,6,0.6193969
31,5,20141215-142325-020,39.299,one hundred ten feet,110 ft,16,one hundred seventy five feet,175 ft,10,0.6891916
31,5,20141215-142329-438,43.717,six percent fuel,6%,9,six percent fuel,6%,9,0.6533139
31,5,20141215-142330-713,44.992,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.7897207
31,5,20141215-142334-155,48.434,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9069245
31,5,20141215-142336-188,50.467,four percent fuel,4%,18,five percent fuel,5%,13,0.9115022
31,5,20141215-142338-323,52.602,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9469299
31,5,20141215-142347-743,62.022,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.7577954
31,5,20141215-142351-450,65.729,one hundred and ten feet,110 ft,16,one hundred and ten feet,110 ft,16,0.9538873
31,5,20141215-142353-975,68.254,four percent fuel,4%,18,four percent fuel,4%,18,0.9532217
31,5,20141215-142401-518,75.797,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9444226
31,5,20141215-142411-888,86.167,four,4 ft,-1,four ,4 ft,-1,0.9594184
31,6,20141215-142425-753,0.138,...,0,-1,,0,-1,1
31,6,20141215-142428-177,2.562,four fifty feet,450 ft,1,four fifty feet,450 ft,1,0.9305815
31,6,20141215-142431-947,6.332,four feet,4 ft,-1,four hundred feet,400 ft,2,0.859931
31,6,20141215-142439-862,14.247,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9397014
31,6,20141215-142441-402,15.787,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.6558795
31,6,20141215-142448-300,22.685,two hundred fifty,250 ft,6,two hundred fifty,250 ft,6,0.7842739
31,6,20141215-142459-035,33.42,one thirty feet,130 ft,14,one seventy five feet,175 ft,10,0.6213585
31,6,20141215-142509-287,43.672,four fifty feet,450 ft,1,one hundred fifty feet,150 ft,11,0.6198998
31,6,20141215-142512-760,47.145,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.6960745
31,6,20141215-142517-130,51.515,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.6418259
31,6,20141215-142518-727,53.112,five percent fuel,5%,13,five percent fuel,5%,13,0.9461112
31,6,20141215-142524-237,58.622,one hundred twenty,120 ft,15,one hundred twenty,120 ft,15,0.9425558
31,6,20141215-142528-582,62.967,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8669803
31,6,20141215-142532-953,67.338,one feet,1 ft,-1,one hundred feet,100 ft,17,0.8572018
31,6,20141215-142547-075,81.46,four feet,4 ft,-1,four six,46 ft,-1,0.7928882
31,7,20141215-142607-658,2.603,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.8744218
31,7,20141215-142611-598,6.543,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9366693
31,7,20141215-142615-706,10.651,three fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7833269
31,7,20141215-142619-931,14.876,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8578649
31,7,20141215-142620-918,15.863,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.6597106
31,7,20141215-142627-548,22.493,two fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.7112133
31,7,20141215-142635-746,30.691,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.8144405
31,7,20141215-142641-613,36.558,one ten feet,110 ft,16,one seventy five feet,175 ft,10,0.653703
31,7,20141215-142648-625,43.57,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9415988
31,7,20141215-142650-635,45.58,six percent fuel,6%,9,six percent fuel,6%,9,0.6895426
31,7,20141215-142652-702,47.647,five percent fuel,5%,13,five percent fuel,5%,13,0.9466704
31,7,20141215-142653-967,48.912,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.6910642
31,7,20141215-142656-595,51.54,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9136518
31,7,20141215-142702-412,57.357,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9301445
31,7,20141215-142710-002,64.947,one feet,1 ft,-1,one hundred feet,100 ft,17,0.8916072
31,7,20141215-142711-895,66.84,four percent fuel,4%,18,four percent fuel,4%,18,0.9370353
31,7,20141215-142713-857,68.802,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.9503471
31,7,20141215-142717-950,72.895,four fifty,450 ft,1,four five five,455 ft,-1,0.652792
31,8,20141215-142729-790,2.915,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.8878945
31,8,20141215-142733-235,6.36,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9540386
31,8,20141215-142736-490,9.615,one,1 ft,-1,,0,-1,0.709546
31,8,20141215-142737-415,10.54,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7117479
31,8,20141215-142742-042,15.167,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9327429
31,8,20141215-142748-865,21.99,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.748993
31,8,20141215-142758-832,31.957,one ten feet,110 ft,16,one seventy five feet,175 ft,10,0.8388563
31,8,20141215-142810-380,43.505,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9498885
31,8,20141215-142814-905,48.03,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8909833
31,8,20141215-142822-810,55.935,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9503386
31,8,20141215-142824-575,57.7,five percent fuel,5%,13,five percent fuel,5%,13,0.9514493
31,8,20141215-142827-922,61.047,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8150681
31,8,20141215-142838-122,71.247,four percent fuel,4%,18,four percent fuel,4%,18,0.9584503
31,8,20141215-142839-730,72.855,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.9549403
31,8,20141215-142843-842,76.967,eight feet,8 ft,-1,eighty feet,80 ft,-1,0.8689449
31,8,20141215-142846-997,80.122,four percent fuel,4%,18,four six,46 ft,-1,0.7138199
31,8,20141215-142849-142,82.267,six,6 ft,-1,six,6 ft,-1,0.8585767
31,9,20141215-142900-546,2.96,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9393316
31,9,20141215-142904-131,6.545,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.8756862
31,9,20141215-142905-026,7.44,...,0,-1,,0,-1,1
31,9,20141215-142908-441,10.855,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7460829
31,9,20141215-142912-209,14.623,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8305858
31,9,20141215-142913-246,15.66,hundred feet,100 ft,17,three hundred feet,300 ft,5,0.7449883
31,9,20141215-142919-319,21.733,two fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.7589658
31,9,20141215-142932-186,34.6,one hundred and fifty,150 ft,11,one hundred and seventy five feet,175 ft,10,0.8545294
31,9,20141215-142939-794,42.208,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9288597
31,9,20141215-142946-189,48.603,one hundred and forty feet,140 ft,12,one hundred and forty feet,140 ft,12,0.9462731
31,9,20141215-142951-811,54.225,five percent fuel,5%,13,five percent fuel,5%,13,0.9280664
31,9,20141215-142953-514,55.928,one hundred thirty,130 ft,14,one hundred thirty feet,130 ft,14,0.9462195
31,9,20141215-142957-424,59.838,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9187234
31,9,20141215-143004-346,66.76,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8454002
31,9,20141215-143007-818,70.232,four percent fuel,4%,18,four percent fuel,4%,18,0.9302614
31,9,20141215-143014-110,76.524,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.8205319
31,10,20141215-143034-709,2.905,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.9440269
31,10,20141215-143038-229,6.425,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9301513
31,10,20141215-143042-442,10.638,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.6451383
31,10,20141215-143043-647,11.843,one,1 ft,-1,,0,-1,0.8592995
31,10,20141215-143047-242,15.438,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9492725
31,10,20141215-143059-547,27.743,two fifty,250 ft,6,two twenty five feet,225 ft,7,0.6269072
31,10,20141215-143107-739,35.935,one hundred and fifty percent fuel,150%,-1,one hundred and seventy five feet ,175 ft,10,0.8190892
31,10,20141215-143112-287,40.483,one hundred and fifty feet,150 ft,11,one hundred and fifty feet,150 ft,11,0.7678104
31,10,20141215-143119-119,47.315,five percent fuel,5%,13,five percent fuel,5%,13,0.9440863
31,10,20141215-143120-156,48.352,one forty feet,140 ft,12,one forty feet,140 ft,12,0.7110248
31,10,20141215-143123-596,51.792,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.9126367
31,10,20141215-143130-031,58.227,one twenty feet,120 ft,15,one twenty feet,120 ft,15,0.9384803
31,10,20141215-143135-651,63.847,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9086242
31,10,20141215-143140-263,68.459,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9053341
31,10,20141215-143141-616,69.812,four percent fuel,4%,18,four percent fuel,4%,18,0.9123178
31,10,20141215-143143-728,71.924,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.9183114
31,11,20141215-143206-797,2.552,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.921487
31,11,20141215-143211-082,6.837,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9487576
31,11,20141215-143214-714,10.469,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.9539818
31,11,20141215-143220-166,15.921,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.641513
31,11,20141215-143221-761,17.516,seven percent fuel,7%,4,seven percent fuel,7%,4,0.6912773
31,11,20141215-143226-286,22.041,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.931676
31,11,20141215-143238-791,34.546,six percent fuel,6%,9,six percent fuel,6%,9,0.8659813
31,11,20141215-143242-726,38.481,one hundred and thirty feet,130 ft,14,one hundred and seventy five feet,175 ft,10,0.7357227
31,11,20141215-143250-211,45.966,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.8947995
31,11,20141215-143251-548,47.303,...,0,-1,,0,-1,1
31,11,20141215-143254-021,49.776,one hundred and forty feet,140 ft,12,one hundred and forty feet,140 ft,12,0.9529626
31,11,20141215-143256-796,52.551,five percent fuel,5%,13,five percent fuel,5%,13,0.9050388
31,11,20141215-143258-126,53.881,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.905843
31,11,20141215-143303-406,59.161,one hundred and twenty feet,120 ft,15,one hundred and twenty feet,120 ft,15,0.9290995
31,11,20141215-143311-195,66.95,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9076948
31,11,20141215-143312-733,68.488,four percent fuel,4%,18,four percent fuel,4%,18,0.9307874
31,11,20141215-143321-260,77.015,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9257223
31,11,20141215-143330-758,86.513,...,0,-1,four five five,455 ft,-1,1
31,11,20141215-143333-658,89.413,five,5 ft,-1,,0,-1,0.8802384
31,12,20141215-143351-641,2.979,four fifty,450 ft,1,four hundred fifty feet,450 ft,1,0.8948487
31,12,20141215-143401-848,13.186,three fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.8862961
31,12,20141215-143404-346,15.684,three hundred,300 ft,5,three hundred,300 ft,5,0.9579329
31,12,20141215-143405-463,16.801,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.7196554
31,12,20141215-143410-551,21.889,two fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.7869821
31,12,20141215-143416-463,27.801,one twenty feet,120 ft,15,one hundred twenty five feet,125 ft,-1,0.9184943
31,12,20141215-143419-778,31.116,six percent fuel,6%,9,six percent fuel,6%,9,0.9383553
31,12,20141215-143421-453,32.791,one hundred ten,110 ft,16,one hundred ten,110 ft,16,0.9316813
31,12,20141215-143431-074,42.412,six percent fuel,6%,9,six percent fuel,6%,9,0.8721262
31,12,20141215-143432-177,43.515,fifty feet,50 ft,-1,fifty feet,50 ft,-1,0.8940108
31,12,20141215-143433-159,44.497,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9538791
31,12,20141215-143438-014,49.352,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.908512
31,12,20141215-143440-651,51.989,five percent fuel,5%,13,five percent fuel,5%,13,0.9307447
31,12,20141215-143444-588,55.926,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.7943864
31,12,20141215-143447-660,58.998,one hundred and ten feet,110 ft,16,one hundred and ten feet,110 ft,16,0.9495335
31,12,20141215-143456-076,67.414,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9484457
31,13,20141215-143637-231,2.311,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9104317
31,13,20141215-143640-889,5.969,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.938797
31,13,20141215-143648-324,13.404,blue light,0,-1,,0,-1,0.7436159
31,13,20141215-143650-579,15.659,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.7765939
31,13,20141215-143654-421,19.501,one,1 ft,-1,,0,-1,0.7526358
31,13,20141215-143656-651,21.731,thirty feet,30 ft,-1,two hundred fifty feet,250 ft,6,0.6059818
31,13,20141215-143712-183,37.263,one hundred and fifty percent fuel,150%,-1,one seventy five feet six percent,"175 ft, 6 %","10, 9",0.6609921
31,13,20141215-143717-973,43.053,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9091528
31,13,20141215-143723-888,48.968,forty feet,40 ft,-1,one hundred forty feet,140 ft,12,0.7530925
31,13,20141215-143726-761,51.841,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.901963
31,13,20141215-143731-096,56.176,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9476013
31,13,20141215-143737-027,62.107,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.7891793
31,13,20141215-143738-510,63.59,blue light,0,-1,,0,-1,0.7100084
31,13,20141215-143744-060,69.14,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9500537
31,13,20141215-143744-860,69.94,one,1 ft,-1,,0,-1,0.8720531
31,13,20141215-143746-463,71.543,four percent fuel,4%,18,four percent fuel,4%,18,0.9198029
31,13,20141215-143748-293,73.373,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.8322716
31,14,20141215-143907-280,2.858,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9238269
31,14,20141215-143907-280,2.858,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9238269
31,14,20141215-143910-948,6.526,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9450524
31,14,20141215-143914-865,10.443,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.8808209
31,14,20141215-143918-328,13.906,seven percent fuel,7%,4,seven percent fuel,7%,4,0.934235
31,14,20141215-143920-096,15.674,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.6504948
31,14,20141215-143926-448,22.026,four fifty feet,450 ft,1,two hundred  fifty feet,250 ft,6,0.6174029
31,14,20141215-143934-773,30.351,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.8744948
31,14,20141215-143936-205,31.783,...,0,-1,oh shit,0,-1,1
31,14,20141215-143940-840,36.418,one,1 ft,-1,,0,-1,0.8321686
31,14,20141215-143942-653,38.231,one,1 ft,-1,,0,-1,0.7625821
31,14,20141215-143944-390,39.968,four fifty feet,450 ft,1,one hundred fifty feet,150 ft,11,0.8479377
31,14,20141215-143945-960,41.538,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.7903222
31,14,20141215-143949-689,45.267,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9401067
31,14,20141215-143951-862,47.44,five percent fuel,5%,13,five percent fuel,5%,13,0.901159
31,14,20141215-143953-754,49.332,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9398181
31,14,20141215-144002-556,58.134,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.8610915
